date,octree,npoints,operation,kernel,radius,num_searches,repeats,accumulated,mean,median,stdev,used_warmup
2024-12-04-21:23:10,pointer <Lpoint> sorted,10000000,numNeighSearch,Cube,2.5,1000,5,2.53028,0.506055,0.503422,0.0141835,1
2024-12-04-21:23:14,pointer <Lpoint> sorted,10000000,numNeighSearch,Square,2.5,1000,5,3.59751,0.719502,0.715003,0.0155677,1
2024-12-04-21:23:24,pointer <Lpoint> sorted,10000000,numNeighSearch,Sphere,5,1000,5,8.53183,1.70637,1.67804,0.109586,1
2024-12-04-21:23:37,pointer <Lpoint> sorted,10000000,numNeighSearch,Circle,5,1000,5,10.2652,2.05303,2.07293,0.0901877,1
2024-12-04-21:23:47,pointer <Lpoint> sorted,10000000,numNeighSearch,Cube,5,1000,5,8.72885,1.74577,1.72734,0.0428358,1
2024-12-04-21:23:59,pointer <Lpoint> sorted,10000000,numNeighSearch,Square,5,1000,5,10.3368,2.06736,2.07812,0.0510758,1
2024-12-04-21:24:03,pointer <Lpoint64> unsorted,10000000,neighSearch,Sphere,0.5,1000,5,0.215761,0.0431523,0.0439549,0.00153578,1
2024-12-04-21:24:04,pointer <Lpoint64> unsorted,10000000,neighSearch,Circle,0.5,1000,5,0.444269,0.0888538,0.0892381,0.00172839,1
2024-12-04-21:24:04,pointer <Lpoint64> unsorted,10000000,neighSearch,Cube,0.5,1000,5,0.199651,0.0399302,0.0391854,0.00226161,1
2024-12-04-21:24:05,pointer <Lpoint64> unsorted,10000000,neighSearch,Square,0.5,1000,5,0.50508,0.101016,0.0994686,0.00484097,1
2024-12-04-21:24:06,pointer <Lpoint64> unsorted,10000000,neighSearch,Sphere,1,1000,5,0.594679,0.118936,0.118812,0.00771757,1
2024-12-04-21:24:07,pointer <Lpoint64> unsorted,10000000,neighSearch,Circle,1,1000,5,1.09674,0.219349,0.21911,0.00313471,1
2024-12-04-21:24:08,pointer <Lpoint64> unsorted,10000000,neighSearch,Cube,1,1000,5,0.595377,0.119075,0.115799,0.00533865,1
2024-12-04-21:24:09,pointer <Lpoint64> unsorted,10000000,neighSearch,Square,1,1000,5,1.2254,0.24508,0.232915,0.017292,1
2024-12-04-21:24:13,pointer <Lpoint64> unsorted,10000000,neighSearch,Sphere,2.5,1000,5,3.24012,0.648024,0.664621,0.0438296,1
