date,octree,npoints,operation,kernel,radius,num_searches,repeats,accumulated,mean,median,stdev,used_warmup
2024-12-04-13:21:09,linear <Lpoint> ,29697591,numNeighSearch,Sphere,0.2,1000,5,0.619817,0.123963,0.117233,0.0142338,1
2024-12-04-13:21:10,linear <Lpoint> ,29697591,numNeighSearch,Circle,0.2,1000,5,1.06601,0.213203,0.217718,0.00840113,1
2024-12-04-13:21:11,linear <Lpoint> ,29697591,numNeighSearch,Cube,0.2,1000,5,0.551089,0.110218,0.108454,0.00246584,1
2024-12-04-13:21:12,linear <Lpoint> ,29697591,numNeighSearch,Square,0.2,1000,5,1.03883,0.207766,0.20494,0.0106291,1
2024-12-04-13:21:16,linear <Lpoint> ,29697591,numNeighSearch,Sphere,0.5,1000,5,2.98465,0.596931,0.590894,0.0339437,1
2024-12-04-13:21:21,linear <Lpoint> ,29697591,numNeighSearch,Circle,0.5,1000,5,4.23924,0.847849,0.847427,0.0339488,1
2024-12-04-13:21:24,linear <Lpoint> ,29697591,numNeighSearch,Cube,0.5,1000,5,3.11731,0.623463,0.64993,0.0356615,1
2024-12-04-13:21:30,linear <Lpoint> ,29697591,numNeighSearch,Square,0.5,1000,5,4.55297,0.910594,0.893972,0.0436609,1
2024-12-04-13:21:41,linear <Lpoint> ,29697591,numNeighSearch,Sphere,1,1000,5,8.8485,1.7697,1.72647,0.0769487,1
2024-12-04-13:21:57,linear <Lpoint> ,29697591,numNeighSearch,Circle,1,1000,5,13.6312,2.72623,2.72612,0.0432404,1
2024-12-04-13:22:08,linear <Lpoint> ,29697591,numNeighSearch,Cube,1,1000,5,8.70376,1.74075,1.75787,0.0430087,1
2024-12-04-13:22:24,linear <Lpoint> ,29697591,numNeighSearch,Square,1,1000,5,13.7736,2.75472,2.75191,0.0337713,1
2024-12-04-13:22:30,pointer <Lpoint> sorted,29697591,neighSearch,Sphere,0.1,1000,5,0.442959,0.0885919,0.0889935,0.00609729,1
2024-12-04-13:22:31,pointer <Lpoint> sorted,29697591,neighSearch,Circle,0.1,1000,5,0.721253,0.144251,0.146779,0.00492926,1
2024-12-04-13:22:31,pointer <Lpoint> sorted,29697591,neighSearch,Cube,0.1,1000,5,0.400663,0.0801326,0.0803579,0.0027044,1
2024-12-04-13:22:32,pointer <Lpoint> sorted,29697591,neighSearch,Square,0.1,1000,5,0.725689,0.145138,0.145658,0.00351663,1
2024-12-04-13:22:33,pointer <Lpoint> sorted,29697591,neighSearch,Sphere,0.2,1000,5,1.00285,0.20057,0.199631,0.00131786,1
2024-12-04-13:22:35,pointer <Lpoint> sorted,29697591,neighSearch,Circle,0.2,1000,5,1.6782,0.33564,0.331807,0.0113858,1
2024-12-04-13:22:36,pointer <Lpoint> sorted,29697591,neighSearch,Cube,0.2,1000,5,1.01863,0.203726,0.201503,0.00380606,1
2024-12-04-13:22:38,pointer <Lpoint> sorted,29697591,neighSearch,Square,0.2,1000,5,1.57146,0.314292,0.30806,0.0174096,1
2024-12-04-13:22:43,pointer <Lpoint> sorted,29697591,neighSearch,Sphere,0.5,1000,5,4.01675,0.803349,0.818124,0.0214794,1
2024-12-04-13:22:50,pointer <Lpoint> sorted,29697591,neighSearch,Circle,0.5,1000,5,5.89326,1.17865,1.18762,0.0352839,1
2024-12-04-13:22:55,pointer <Lpoint> sorted,29697591,neighSearch,Cube,0.5,1000,5,3.98602,0.797204,0.80781,0.0350662,1
2024-12-04-13:23:02,pointer <Lpoint> sorted,29697591,neighSearch,Square,0.5,1000,5,6.14936,1.22987,1.22429,0.0299072,1
2024-12-04-13:23:16,pointer <Lpoint> sorted,29697591,neighSearch,Sphere,1,1000,5,11.6179,2.32358,2.2938,0.0666297,1
2024-12-04-13:23:38,pointer <Lpoint> sorted,29697591,neighSearch,Circle,1,1000,5,18.2474,3.64949,3.65058,0.020563,1
2024-12-04-13:23:52,pointer <Lpoint> sorted,29697591,neighSearch,Cube,1,1000,5,11.9612,2.39223,2.36393,0.0602716,1
2024-12-04-13:24:15,pointer <Lpoint> sorted,29697591,neighSearch,Square,1,1000,5,18.5068,3.70136,3.69045,0.0322548,1
